"TAXA_ID","RANK_ID","RANK","TREE","NAME","FAMILY","GENUS","SPECIES","INFRASPECIES_RANK","INFRASPECIES","AUTHOR","ACCEPTED","DOUBTFUL_EXCLUDED_OR_OTHER","VOLUME_ID","VOLUME","VOLUME_REFERENCE","ABIF03_PNID","NSL_ID","NSL_INSTANCE_URI","CREATED_AT","CREATED_BY","UPDATED_AT","UPDATED_BY","URL_NAME"
5458,1,"sp."," fam. Atherospermataceae | gen. Dryadodaphne | sp. trachyphloia","Dryadodaphne trachyphloia","Atherospermataceae","Dryadodaphne ","trachyphloia","","","Schodde","Y","N",2,"2","Data derived from <i>Flora of Australia</i>  volume 2 (2007), a product of ABRS, ©Commonwealth of Australia",40332,622709,"https://biodiversity.org.au/boa/instance/apni/622709",29/JUL/10,"FOA",,"","Dryadodaphne%20trachyphloia"
5711,10,"gen."," fam. Menispermaceae | gen. Echinostephia","Echinostephia","Menispermaceae","Echinostephia","","","","(Diels) Domin","Y","N",2,"2","Data derived from <i>Flora of Australia</i>  volume 2 (2007), a product of ABRS, ©Commonwealth of Australia",40761,626389,"https://biodiversity.org.au/boa/instance/apni/626389",29/JUL/10,"FOA",,"","Echinostephia"
5712,1,"sp."," fam. Menispermaceae | gen. Echinostephia | sp. aculeata","Echinostephia aculeata","Menispermaceae","Echinostephia ","aculeata","","","F.M.Bailey) Domin","Y","N",2,"2","Data derived from <i>Flora of Australia</i>  volume 2 (2007), a product of ABRS, ©Commonwealth of Australia",40762,626390,"https://biodiversity.org.au/boa/instance/apni/626390",29/JUL/10,"FOA",,"","Echinostephia%20aculeata"
5811,10,"gen."," fam. Lauraceae | gen. Endiandra","Endiandra","Lauraceae","Endiandra","","","","R.Br.","Y","N",2,"2","Data derived from <i>Flora of Australia</i>  volume 2 (2007), a product of ABRS, ©Commonwealth of Australia",40446,623770,"https://biodiversity.org.au/boa/instance/apni/623770",29/JUL/10,"FOA",,"","Endiandra"
5812,1,"sp."," fam. Lauraceae | gen. Endiandra | sp. acuminata","Endiandra acuminata","Lauraceae","Endiandra ","acuminata","","","C.T.White & W.D.Francis","Y","N",2,"2","Data derived from <i>Flora of Australia</i>  volume 2 (2007), a product of ABRS, ©Commonwealth of Australia",40447,623773,"https://biodiversity.org.au/boa/instance/apni/623773",29/JUL/10,"FOA",,"","Endiandra%20acuminata"
5813,1,"sp."," fam. Lauraceae | gen. Endiandra | sp. anthropophagorum","Endiandra anthropophagorum","Lauraceae","Endiandra ","anthropophagorum","","","Domin","Y","N",2,"2","Data derived from <i>Flora of Australia</i>  volume 2 (2007), a product of ABRS, ©Commonwealth of Australia",40448,623778,"https://biodiversity.org.au/boa/instance/apni/623778",29/JUL/10,"FOA",,"","Endiandra%20anthropophagorum"
5814,1,"sp."," fam. Lauraceae | gen. Endiandra | sp. bellendenkerana","Endiandra bellendenkerana","Lauraceae","Endiandra ","bellendenkerana","","","B.Hyland","Y","N",2,"2","Data derived from <i>Flora of Australia</i>  volume 2 (2007), a product of ABRS, ©Commonwealth of Australia",40449,623780,"https://biodiversity.org.au/boa/instance/apni/623780",29/JUL/10,"FOA",,"","Endiandra%20bellendenkerana"
5815,1,"sp."," fam. Lauraceae | gen. Endiandra | sp. bessaphila","Endiandra bessaphila","Lauraceae","Endiandra ","bessaphila","","","B.Hyland","Y","N",2,"2","Data derived from <i>Flora of Australia</i>  volume 2 (2007), a product of ABRS, ©Commonwealth of Australia",40450,623807,"https://biodiversity.org.au/boa/instance/apni/623807",29/JUL/10,"FOA",,"","Endiandra%20bessaphila"
5816,1,"sp."," fam. Lauraceae | gen. Endiandra | sp. collinsii","Endiandra collinsii","Lauraceae","Endiandra ","collinsii","","","B.Hyland","Y","N",2,"2","Data derived from <i>Flora of Australia</i>  volume 2 (2007), a product of ABRS, ©Commonwealth of Australia",40451,623810,"https://biodiversity.org.au/boa/instance/apni/623810",29/JUL/10,"FOA",,"","Endiandra%20collinsii"
5817,1,"sp."," fam. Lauraceae | gen. Endiandra | sp. compressa","Endiandra compressa","Lauraceae","Endiandra ","compressa","","","C.T.White","Y","N",2,"2","Data derived from <i>Flora of Australia</i>  volume 2 (2007), a product of ABRS, ©Commonwealth of Australia",40452,623813,"https://biodiversity.org.au/boa/instance/apni/623813",29/JUL/10,"FOA",,"","Endiandra%20compressa"
5818,1,"sp."," fam. Lauraceae | gen. Endiandra | sp. cooperana","Endiandra cooperana","Lauraceae","Endiandra ","cooperana","","","B.Hyland","Y","N",2,"2","Data derived from <i>Flora of Australia</i>  volume 2 (2007), a product of ABRS, ©Commonwealth of Australia",40453,623816,"https://biodiversity.org.au/boa/instance/apni/623816",29/JUL/10,"FOA",,"","Endiandra%20cooperana"
5819,1,"sp."," fam. Lauraceae | gen. Endiandra | sp. cowleyana","Endiandra cowleyana","Lauraceae","Endiandra ","cowleyana","","","F.M.Bailey","Y","N",2,"2","Data derived from <i>Flora of Australia</i>  volume 2 (2007), a product of ABRS, ©Commonwealth of Australia",40454,623823,"https://biodiversity.org.au/boa/instance/apni/623823",29/JUL/10,"FOA",,"","Endiandra%20cowleyana"
