"TAXA_ID","RANK_ID","RANK","TREE","NAME","FAMILY","GENUS","SPECIES","INFRASPECIES_RANK","INFRASPECIES","AUTHOR","ACCEPTED","DOUBTFUL_EXCLUDED_OR_OTHER","VOLUME_ID","VOLUME","VOLUME_REFERENCE","ABIF03_PNID","NSL_ID","NSL_INSTANCE_URI","CREATED_AT","CREATED_BY","UPDATED_AT","UPDATED_BY","URL_NAME"
541,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. frigescens","Acacia frigescens","Mimosaceae","Acacia ","frigescens","","","J.H.Willis","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41602,567135,"https://biodiversity.org.au/boa/instance/apni/567135",30/JUL/10,"FOA",,"","Acacia%20frigescens"
542,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. froggattii","Acacia froggattii","Mimosaceae","Acacia ","froggattii","","","Maiden","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41577,567110,"https://biodiversity.org.au/boa/instance/apni/567110",30/JUL/10,"FOA",,"","Acacia%20froggattii"
543,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. fulva","Acacia fulva","Mimosaceae","Acacia ","fulva","","","Tindale","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",40873,564870,"https://biodiversity.org.au/boa/instance/apni/564870",30/JUL/10,"FOA",,"","Acacia%20fulva"
94,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. fuscaneura","Acacia fuscaneura","Mimosaceae","Acacia ","fuscaneura","","","Maslin & J.E.Reid","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41851,755030,"https://biodiversity.org.au/boa/instance/apni/755030",30/JUL/10,"FOA",20/SEP/12,"brucem","Acacia%20fuscaneura"
544,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. galeata","Acacia galeata","Mimosaceae","Acacia ","galeata","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41547,567080,"https://biodiversity.org.au/boa/instance/apni/567080",30/JUL/10,"FOA",,"","Acacia%20galeata"
545,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. galioides","Acacia galioides","Mimosaceae","Acacia ","galioides","","","Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41977,567481,"https://biodiversity.org.au/boa/instance/apni/567481",30/JUL/10,"FOA",07/JUN/12,"brucem","Acacia%20galioides"
549,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. gardneri","Acacia gardneri","Mimosaceae","Acacia ","gardneri","","","Maiden & Blakely","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41628,567168,"https://biodiversity.org.au/boa/instance/apni/567168",30/JUL/10,"FOA",,"","Acacia%20gardneri"
550,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. gelasina","Acacia gelasina","Mimosaceae","Acacia ","gelasina","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41054,565062,"https://biodiversity.org.au/boa/instance/apni/565062",30/JUL/10,"FOA",,"","Acacia%20gelasina"
551,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. gemina","Acacia gemina","Mimosaceae","Acacia ","gemina","","","R.S.Cowan & Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41407,565513,"https://biodiversity.org.au/boa/instance/apni/565513",30/JUL/10,"FOA",,"","Acacia%20gemina"
552,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. genistifolia","Acacia genistifolia","Mimosaceae","Acacia ","genistifolia","","","Link","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41166,565192,"https://biodiversity.org.au/boa/instance/apni/565192",30/JUL/10,"FOA",,"","Acacia%20genistifolia"
553,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. georgensis","Acacia georgensis","Mimosaceae","Acacia ","georgensis","","","Tindale","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41773,567304,"https://biodiversity.org.au/boa/instance/apni/567304",30/JUL/10,"FOA",,"","Acacia%20georgensis"
554,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. georginae","Acacia georginae","Mimosaceae","Acacia ","georginae","","","F.M.Bailey","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41569,567102,"https://biodiversity.org.au/boa/instance/apni/567102",30/JUL/10,"FOA",,"","Acacia%20georginae"
555,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. gibbosa","Acacia gibbosa","Mimosaceae","Acacia ","gibbosa","","","R.S.Cowan & Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41879,567391,"https://biodiversity.org.au/boa/instance/apni/567391",30/JUL/10,"FOA",,"","Acacia%20gibbosa"
556,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. gilbertii","Acacia gilbertii","Mimosaceae","Acacia ","gilbertii","","","Meisn.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42031,567535,"https://biodiversity.org.au/boa/instance/apni/567535",30/JUL/10,"FOA",,"","Acacia%20gilbertii"
557,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. gilesiana","Acacia gilesiana","Mimosaceae","Acacia ","gilesiana","","","F.Muell.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41545,567078,"https://biodiversity.org.au/boa/instance/apni/567078",30/JUL/10,"FOA",,"","Acacia%20gilesiana"
558,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. gillii","Acacia gillii","Mimosaceae","Acacia ","gillii","","","Maiden & Blakely","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",40939,564934,"https://biodiversity.org.au/boa/instance/apni/564934",30/JUL/10,"FOA",,"","Acacia%20gillii"
559,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. gittinsii","Acacia gittinsii","Mimosaceae","Acacia ","gittinsii","","","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41014,565018,"https://biodiversity.org.au/boa/instance/apni/565018",30/JUL/10,"FOA",,"","Acacia%20gittinsii"
560,1,"sp."," fam. Mimosaceae | gen. Acacia | sp. glabripes","Acacia glabripes","Mimosaceae","Acacia ","glabripes","","","Maiden & Blakely","N","Y",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42117,567562,"https://biodiversity.org.au/boa/instance/apni/567562",30/JUL/10,"FOA",,"","Acacia%20glabripes"
561,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. gladiiformis","Acacia gladiiformis","Mimosaceae","Acacia ","gladiiformis","","","A.Cunn. ex Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",40959,564953,"https://biodiversity.org.au/boa/instance/apni/564953",30/JUL/10,"FOA",,"","Acacia%20gladiiformis"
562,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. glandulicarpa","Acacia glandulicarpa","Mimosaceae","Acacia ","glandulicarpa","","","Reader","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41362,565466,"https://biodiversity.org.au/boa/instance/apni/565466",30/JUL/10,"FOA",,"","Acacia%20glandulicarpa"
563,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. glaucissima","Acacia glaucissima","Mimosaceae","Acacia ","glaucissima","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41343,565449,"https://biodiversity.org.au/boa/instance/apni/565449",30/JUL/10,"FOA",,"","Acacia%20glaucissima"
564,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. glaucocaesia","Acacia glaucocaesia","Mimosaceae","Acacia ","glaucocaesia","","","Domin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41061,605256,"https://biodiversity.org.au/boa/instance/apni/605256",30/JUL/10,"FOA",,"","Acacia%20glaucocaesia"
565,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. glaucocarpa","Acacia glaucocarpa","Mimosaceae","Acacia ","glaucocarpa","","","Maiden & Blakely","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",40861,564860,"https://biodiversity.org.au/boa/instance/apni/564860",30/JUL/10,"FOA",,"","Acacia%20glaucocarpa"
566,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. glaucoptera","Acacia glaucoptera","Mimosaceae","Acacia ","glaucoptera","","","Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41349,565455,"https://biodiversity.org.au/boa/instance/apni/565455",30/JUL/10,"FOA",,"","Acacia%20glaucoptera"
567,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. gloeotricha","Acacia gloeotricha","Mimosaceae","Acacia ","gloeotricha","","","A.R.Chapm. & Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41690,567223,"https://biodiversity.org.au/boa/instance/apni/567223",30/JUL/10,"FOA",,"","Acacia%20gloeotricha"
568,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. glutinosissima","Acacia glutinosissima","Mimosaceae","Acacia ","glutinosissima","","","Maiden & Blakely","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41161,565187,"https://biodiversity.org.au/boa/instance/apni/565187",30/JUL/10,"FOA",,"","Acacia%20glutinosissima"
569,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. gnidium","Acacia gnidium","Mimosaceae","Acacia ","gnidium","","","Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41150,565176,"https://biodiversity.org.au/boa/instance/apni/565176",30/JUL/10,"FOA",,"","Acacia%20gnidium"
570,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. gonocarpa","Acacia gonocarpa","Mimosaceae","Acacia ","gonocarpa","","","F.Muell.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41721,567254,"https://biodiversity.org.au/boa/instance/apni/567254",30/JUL/10,"FOA",,"","Acacia%20gonocarpa"
571,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. gonoclada","Acacia gonoclada","Mimosaceae","Acacia ","gonoclada","","","F.Muell.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41662,567199,"https://biodiversity.org.au/boa/instance/apni/567199",30/JUL/10,"FOA",,"","Acacia%20gonoclada"
572,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. gonophylla","Acacia gonophylla","Mimosaceae","Acacia ","gonophylla","","","Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41311,565334,"https://biodiversity.org.au/boa/instance/apni/565334",30/JUL/10,"FOA",,"","Acacia%20gonophylla"
573,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. gordonii","Acacia gordonii","Mimosaceae","Acacia ","gordonii","","","(Tindale) Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41018,565022,"https://biodiversity.org.au/boa/instance/apni/565022",30/JUL/10,"FOA",,"","Acacia%20gordonii"
574,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. gracilenta","Acacia gracilenta","Mimosaceae","Acacia ","gracilenta","","","Tindale & Kodela","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41696,567229,"https://biodiversity.org.au/boa/instance/apni/567229",30/JUL/10,"FOA",,"","Acacia%20gracilenta"
575,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. gracilifolia","Acacia gracilifolia","Mimosaceae","Acacia ","gracilifolia","","","Maiden & Blakely","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41387,565494,"https://biodiversity.org.au/boa/instance/apni/565494",30/JUL/10,"FOA",,"","Acacia%20gracilifolia"
576,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. graciliformis","Acacia graciliformis","Mimosaceae","Acacia ","graciliformis","","","Maslin & Buscumb","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42058,626040,"https://biodiversity.org.au/boa/instance/apni/626040",30/JUL/10,"FOA",21/JUN/12,"brucem","Acacia%20graciliformis"
577,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. gracillima","Acacia gracillima","Mimosaceae","Acacia ","gracillima","","","Tindale","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41708,567241,"https://biodiversity.org.au/boa/instance/apni/567241",30/JUL/10,"FOA",,"","Acacia%20gracillima"
578,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. grandifolia","Acacia grandifolia","Mimosaceae","Acacia ","grandifolia","","","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41650,567189,"https://biodiversity.org.au/boa/instance/apni/567189",30/JUL/10,"FOA",,"","Acacia%20grandifolia"
579,1,"sp."," fam. Mimosaceae | gen. Acacia | sp. grandis","Acacia grandis","Mimosaceae","Acacia ","grandis","","","W.Hill","N","Y",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42118,567563,"https://biodiversity.org.au/boa/instance/apni/567563",30/JUL/10,"FOA",,"","Acacia%20grandis"
580,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. granitica","Acacia granitica","Mimosaceae","Acacia ","granitica","","","Maiden","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41790,605270,"https://biodiversity.org.au/boa/instance/apni/605270",30/JUL/10,"FOA",,"","Acacia%20granitica"
581,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. graniticola","Acacia graniticola","Mimosaceae","Acacia ","graniticola","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41290,565314,"https://biodiversity.org.au/boa/instance/apni/565314",30/JUL/10,"FOA",,"","Acacia%20graniticola"
582,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. grasbyi","Acacia grasbyi","Mimosaceae","Acacia ","grasbyi","","","Maiden","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41812,567340,"https://biodiversity.org.au/boa/instance/apni/567340",30/JUL/10,"FOA",,"","Acacia%20grasbyi"
583,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. grayana","Acacia grayana","Mimosaceae","Acacia ","grayana","","","J.H.Willis","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",40930,605273,"https://biodiversity.org.au/boa/instance/apni/605273",30/JUL/10,"FOA",25/FEB/15,"hthompson","Acacia%20grayana"
584,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. gregorii","Acacia gregorii","Mimosaceae","Acacia ","gregorii","","","F.Muell.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41207,565234,"https://biodiversity.org.au/boa/instance/apni/565234",30/JUL/10,"FOA",,"","Acacia%20gregorii"
585,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. grisea","Acacia grisea","Mimosaceae","Acacia ","grisea","","","S.Moore","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41993,567497,"https://biodiversity.org.au/boa/instance/apni/567497",30/JUL/10,"FOA",,"","Acacia%20grisea"
586,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. guinetii","Acacia guinetii","Mimosaceae","Acacia ","guinetii","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42013,567517,"https://biodiversity.org.au/boa/instance/apni/567517",30/JUL/10,"FOA",,"","Acacia%20guinetii"
587,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. gunnii","Acacia gunnii","Mimosaceae","Acacia ","gunnii","","","Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41173,565199,"https://biodiversity.org.au/boa/instance/apni/565199",30/JUL/10,"FOA",,"","Acacia%20gunnii"
588,1,"sp."," fam. Mimosaceae | gen. Acacia | sp. guttata","Acacia guttata","Mimosaceae","Acacia ","guttata","","","Hoffmanns.","N","Y",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42119,567564,"https://biodiversity.org.au/boa/instance/apni/567564",30/JUL/10,"FOA",,"","Acacia%20guttata"
589,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. guymeri","Acacia guymeri","Mimosaceae","Acacia ","guymeri","","","Tindale","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41701,567234,"https://biodiversity.org.au/boa/instance/apni/567234",30/JUL/10,"FOA",,"","Acacia%20guymeri"
590,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hadrophylla","Acacia hadrophylla","Mimosaceae","Acacia ","hadrophylla","","","R.S.Cowan & Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41524,567057,"https://biodiversity.org.au/boa/instance/apni/567057",30/JUL/10,"FOA",,"","Acacia%20hadrophylla"
591,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hakeoides","Acacia hakeoides","Mimosaceae","Acacia ","hakeoides","","","A.Cunn. ex Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",40962,564956,"https://biodiversity.org.au/boa/instance/apni/564956",30/JUL/10,"FOA",,"","Acacia%20hakeoides"
592,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. halliana","Acacia halliana","Mimosaceae","Acacia ","halliana","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41340,565446,"https://biodiversity.org.au/boa/instance/apni/565446",30/JUL/10,"FOA",,"","Acacia%20halliana"
593,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hamersleyensis","Acacia hamersleyensis","Mimosaceae","Acacia ","hamersleyensis","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41829,567356,"https://biodiversity.org.au/boa/instance/apni/567356",30/JUL/10,"FOA",,"","Acacia%20hamersleyensis"
594,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hamiltoniana","Acacia hamiltoniana","Mimosaceae","Acacia ","hamiltoniana","","","Maiden","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",40964,564958,"https://biodiversity.org.au/boa/instance/apni/564958",30/JUL/10,"FOA",,"","Acacia%20hamiltoniana"
595,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hammondii","Acacia hammondii","Mimosaceae","Acacia ","hammondii","","","Maiden","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41683,567216,"https://biodiversity.org.au/boa/instance/apni/567216",30/JUL/10,"FOA",,"","Acacia%20hammondii"
596,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. handonis","Acacia handonis","Mimosaceae","Acacia ","handonis","","","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41159,565185,"https://biodiversity.org.au/boa/instance/apni/565185",30/JUL/10,"FOA",,"","Acacia%20handonis"
597,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. harpophylla","Acacia harpophylla","Mimosaceae","Acacia ","harpophylla","","","F.Muell. ex Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41571,567104,"https://biodiversity.org.au/boa/instance/apni/567104",30/JUL/10,"FOA",,"","Acacia%20harpophylla"
598,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. harveyi","Acacia harveyi","Mimosaceae","Acacia ","harveyi","","","Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",40952,564946,"https://biodiversity.org.au/boa/instance/apni/564946",30/JUL/10,"FOA",,"","Acacia%20harveyi"
599,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hastulata","Acacia hastulata","Mimosaceae","Acacia ","hastulata","","","Sm.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41227,565252,"https://biodiversity.org.au/boa/instance/apni/565252",30/JUL/10,"FOA",,"","Acacia%20hastulata"
600,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. havilandiorum","Acacia havilandiorum","Mimosaceae","Acacia ","havilandiorum","","","Maiden","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41540,567073,"https://biodiversity.org.au/boa/instance/apni/567073",30/JUL/10,"FOA",,"","Acacia%20havilandiorum"
601,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. helicophylla","Acacia helicophylla","Mimosaceae","Acacia ","helicophylla","","","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41711,567244,"https://biodiversity.org.au/boa/instance/apni/567244",30/JUL/10,"FOA",,"","Acacia%20helicophylla"
602,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. helmsiana","Acacia helmsiana","Mimosaceae","Acacia ","helmsiana","","","Maiden","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41392,565500,"https://biodiversity.org.au/boa/instance/apni/565500",30/JUL/10,"FOA",,"","Acacia%20helmsiana"
